CASE ID,APPLICATIONTYPE,LOANGOAL,REQUESTEDAMOUNT
Application_1388526517,New credit,Existing loan takeover,15000.0
Application_1388535332,New credit,Existing loan takeover,17500.0
Application_1388594217,New credit,Home improvement,30000.0
Application_1388641566,New credit,Not speficied,20000.0
Application_138912330,New credit,Home improvement,10000.0
Application_1389251993,New credit,Car,15000.0
Application_1389621581,New credit,Not speficied,5000.0
Application_1389874798,New credit,Existing loan takeover,25000.0
Application_1389938597,New credit,Unknown,0.0
Application_1390090629,New credit,Car,7000.0
Application_139023923,Limit raise,Home improvement,0.0
Application_1390442348,New credit,Existing loan takeover,17500.0
Application_139089952,New credit,Car,6000.0
Application_1391018300,New credit,Caravan / Camper,15000.0
Application_1391730514,New credit,Existing loan takeover,7500.0
Application_1392179426,New credit,Car,15000.0
Application_1392535568,New credit,"Other, see explanation",0.0
Application_1392744244,New credit,Car,22000.0
Application_1392862823,New credit,Extra spending limit,5000.0
Application_1393226557,New credit,Home improvement,14973.0
Application_1393502544,New credit,Home improvement,5000.0
Application_1394170097,New credit,Unknown,0.0
Application_1394260995,New credit,Car,20000.0
Application_1394311616,New credit,"Other, see explanation",5000.0
Application_1394633662,New credit,Existing loan takeover,15000.0
Application_1395107445,New credit,Home improvement,5000.0
Application_1395319206,New credit,Existing loan takeover,15000.0
Application_1395375234,Limit raise,Home improvement,20000.0
Application_1395429395,New credit,Home improvement,5000.0
Application_1396071584,New credit,Existing loan takeover,6000.0
Application_1396402414,New credit,Home improvement,6000.0
Application_1397344963,Limit raise,Car,13500.0
Application_1397361690,New credit,Car,10000.0
Application_1397838970,New credit,Car,5000.0
Application_1398191679,New credit,Existing loan takeover,16500.0
Application_1398694173,New credit,Existing loan takeover,27000.0
Application_1398947853,New credit,Car,20000.0
Application_1399193504,New credit,Remaining debt home,22500.0
Application_1399314822,New credit,Home improvement,15000.0
Application_1399451352,New credit,Car,5000.0
Application_1399762813,New credit,Not speficied,5000.0
Application_1400357497,Limit raise,Home improvement,60000.0
Application_1400467505,New credit,Car,10000.0
Application_1400879972,New credit,Home improvement,15000.0
Application_140100899,New credit,Car,5000.0
Application_1401164583,New credit,"Other, see explanation",50000.0
Application_1401288440,New credit,Existing loan takeover,5000.0
Application_1401886286,New credit,Existing loan takeover,0.0
Application_1401953169,New credit,Car,16000.0
Application_1402742037,New credit,Existing loan takeover,16100.0
Application_1403717247,New credit,"Other, see explanation",30000.0
Application_1404247161,Limit raise,Car,25000.0
Application_14043266,New credit,Not speficied,32000.0
Application_1404558282,Limit raise,Not speficied,20000.0
Application_140463362,Limit raise,Car,10000.0
Application_1405057301,New credit,"Other, see explanation",10000.0
Application_140527234,New credit,Car,15000.0
Application_1405331079,New credit,Car,0.0
Application_1406191417,New credit,Home improvement,17500.0
Application_1406423932,New credit,"Other, see explanation",6000.0
Application_1407514455,New credit,Car,7500.0
Application_1407692539,New credit,Car,20000.0
Application_1408064114,New credit,Home improvement,15000.0
Application_1408498898,New credit,"Other, see explanation",7000.0
Application_1409065357,New credit,Car,10000.0
Application_1409118214,New credit,Car,15000.0
Application_140916047,New credit,Unknown,0.0
Application_1409315053,New credit,Car,5000.0
Application_14097006,New credit,Car,12000.0
Application_1409740498,New credit,Car,15000.0
Application_140984179,New credit,Car,15000.0
Application_1409912288,New credit,"Other, see explanation",5000.0
Application_1410079605,New credit,Home improvement,17500.0
Application_1410263244,Limit raise,Home improvement,8000.0
Application_1410285531,New credit,Not speficied,10000.0
Application_1411335960,New credit,Home improvement,13000.0
Application_1411379682,Limit raise,Car,10000.0
Application_1411478908,New credit,Car,5000.0
Application_1412655400,Limit raise,Home improvement,15000.0
Application_1413045372,New credit,Existing loan takeover,0.0
Application_1413720992,New credit,"Other, see explanation",30000.0
Application_1413805253,New credit,Existing loan takeover,26000.0
Application_1413866307,New credit,Car,20000.0
Application_1414262200,New credit,Existing loan takeover,25000.0
Application_1415755722,New credit,Car,6000.0
Application_1416013692,New credit,Unknown,0.0
Application_1416233614,New credit,Car,6000.0
Application_1416454203,Limit raise,Car,0.0
Application_1416882108,New credit,Car,75000.0
Application_1417431878,New credit,Home improvement,17000.0
Application_1418041387,New credit,Existing loan takeover,75000.0
Application_1418375332,New credit,Home improvement,25000.0
Application_1418685801,New credit,Unknown,0.0
Application_1418869508,New credit,Unknown,0.0
Application_1419455511,New credit,Car,15000.0
Application_1419831431,New credit,Extra spending limit,7000.0
Application_1420038790,Limit raise,Existing loan takeover,9500.0
Application_1420077883,New credit,Remaining debt home,27500.0
Application_1420346445,New credit,"Other, see explanation",17500.0
Application_1420447414,Limit raise,Car,15000.0
Application_1420523367,New credit,"Other, see explanation",50000.0
Application_1420717238,New credit,Existing loan takeover,10000.0
Application_1421674510,New credit,Car,15500.0
Application_1422251852,Limit raise,Home improvement,20000.0
Application_1422289499,New credit,Car,0.0
Application_1423276028,New credit,Home improvement,27500.0
Application_1424078082,New credit,Car,5000.0
Application_1425047853,New credit,Unknown,0.0
Application_1425477698,New credit,Home improvement,8000.0
Application_1426066854,New credit,Existing loan takeover,25000.0
Application_1426271838,Limit raise,Car,35000.0
Application_1426517064,New credit,Car,7750.0
Application_1426681137,New credit,Home improvement,20000.0
Application_1427103967,Limit raise,Home improvement,17500.0
Application_1427261936,New credit,Not speficied,16000.0
Application_1427290987,New credit,Car,11000.0
Application_1427318023,New credit,Existing loan takeover,16000.0
Application_1427319345,New credit,Car,5000.0
Application_1427438242,New credit,Car,7000.0
Application_1427573691,New credit,Remaining debt home,26000.0
Application_1427678905,New credit,"Other, see explanation",10000.0
Application_1427822589,New credit,Home improvement,5000.0
Application_1428362322,New credit,Existing loan takeover,25000.0
Application_1428685815,New credit,Home improvement,10000.0
Application_1428995636,New credit,Car,5500.0
Application_1429560725,New credit,Home improvement,5000.0
Application_1430029357,New credit,Existing loan takeover,23800.0
Application_1430219992,New credit,Car,8000.0
Application_1430385087,New credit,Not speficied,11588.0
Application_1430471697,New credit,Existing loan takeover,5000.0
Application_1430907125,New credit,Boat,15000.0
Application_1431204655,New credit,"Other, see explanation",12000.0
Application_1432079056,New credit,Car,10000.0
Application_1432123575,New credit,Car,15000.0
Application_1432353449,New credit,Car,16000.0
Application_1432625721,New credit,Car,6000.0
Application_1433194798,New credit,Home improvement,5000.0
Application_143345509,New credit,Not speficied,20000.0
Application_1433981627,Limit raise,Extra spending limit,0.0
Application_1434497828,New credit,Unknown,0.0
Application_1434524340,New credit,Boat,20000.0
Application_1434879434,New credit,Home improvement,15000.0
Application_1435461748,New credit,Car,43500.0
Application_1435675346,New credit,Extra spending limit,5000.0
Application_1436618564,New credit,Existing loan takeover,15500.0
Application_1436725359,Limit raise,Home improvement,0.0
Application_1437490603,New credit,"Other, see explanation",20000.0
Application_1437497198,New credit,Remaining debt home,25000.0
Application_1437553021,New credit,Car,10000.0
Application_1437553493,New credit,Existing loan takeover,29000.0
Application_1438469301,New credit,Home improvement,10000.0
Application_1438497181,New credit,Car,7500.0
Application_143862907,New credit,Car,5000.0
Application_1438792986,Limit raise,Car,20000.0
Application_1439034221,New credit,Car,5000.0
Application_1440003038,New credit,Home improvement,12500.0
Application_1440542670,New credit,Car,18000.0
Application_1440806794,New credit,Not speficied,7000.0
Application_1441743982,New credit,Not speficied,5000.0
Application_1442043587,New credit,Home improvement,15000.0
Application_1442079736,Limit raise,Home improvement,0.0
Application_1442838582,Limit raise,Home improvement,44000.0
Application_1443021261,Limit raise,Motorcycle,0.0
Application_1443058892,New credit,Existing loan takeover,6000.0
Application_1443427035,New credit,Existing loan takeover,11000.0
Application_144371889,New credit,Car,6000.0
Application_1444165100,New credit,Extra spending limit,5000.0
Application_1444514559,New credit,Home improvement,13000.0
Application_1444519141,New credit,Car,7500.0
Application_1444888275,New credit,Car,0.0
Application_1444920642,New credit,Home improvement,20000.0
Application_1445089965,New credit,Home improvement,46000.0
Application_1445348248,New credit,"Other, see explanation",5000.0
Application_1445827517,New credit,"Other, see explanation",25000.0
Application_1446096185,New credit,Unknown,0.0
Application_1446591622,New credit,Existing loan takeover,15250.0
Application_1446797920,New credit,Caravan / Camper,50000.0
Application_1447035929,Limit raise,"Other, see explanation",22000.0
Application_1447070617,New credit,Motorcycle,5000.0
Application_1447078181,New credit,Home improvement,17000.0
Application_1447649427,New credit,Home improvement,20000.0
Application_1447670031,New credit,Car,16000.0
Application_1447740687,New credit,Remaining debt home,8000.0
Application_1448228109,Limit raise,"Other, see explanation",11000.0
Application_1448633734,New credit,Car,6000.0
Application_144911431,New credit,Home improvement,10000.0
Application_1450023502,New credit,Unknown,0.0
Application_1450294116,New credit,Not speficied,10000.0
Application_1450319805,New credit,Car,20000.0
Application_1450396663,New credit,Home improvement,15000.0
Application_1450574246,New credit,Car,48000.0
Application_145061287,New credit,Existing loan takeover,33000.0
Application_1450689239,New credit,Home improvement,60000.0
Application_1451316741,New credit,Existing loan takeover,10000.0
Application_1451333632,New credit,"Other, see explanation",75000.0
Application_1452087651,New credit,Existing loan takeover,5000.0
Application_1452266783,New credit,Unknown,0.0
Application_1452318915,New credit,Existing loan takeover,10500.0
Application_1452483116,New credit,Home improvement,11000.0
Application_1452615214,New credit,Car,7400.0
Application_1452620578,New credit,Car,15000.0
Application_1452739482,New credit,Tax payments,5000.0
Application_1452854959,New credit,Car,75000.0
Application_1453804298,New credit,"Other, see explanation",10000.0
Application_1454329645,New credit,Existing loan takeover,18000.0
Application_1454535649,New credit,Car,5000.0
Application_1454867177,New credit,Not speficied,5000.0
Application_1455323235,New credit,Existing loan takeover,10000.0
Application_1455822776,New credit,Extra spending limit,25000.0
Application_145614122,New credit,Existing loan takeover,10000.0
Application_1456197334,New credit,Home improvement,20000.0
Application_1456725714,New credit,Car,5000.0
Application_1457349776,New credit,Home improvement,10000.0
Application_1457441196,New credit,Home improvement,5000.0
Application_145761512,New credit,Car,6500.0
Application_1458283545,New credit,Car,5000.0
Application_1458582020,New credit,Car,15000.0
Application_1458757928,New credit,Car,8000.0
Application_1458789315,New credit,Home improvement,75000.0
Application_1458852944,New credit,Car,5000.0
Application_1459536558,New credit,Existing loan takeover,8000.0
Application_1459565304,New credit,Existing loan takeover,6300.0
Application_1460352487,New credit,Car,8000.0
Application_1460455963,Limit raise,Tax payments,25000.0
Application_146046612,Limit raise,Home improvement,0.0
Application_1460888303,New credit,Existing loan takeover,14500.0
Application_1460891278,Limit raise,"Other, see explanation",6000.0
Application_1461782057,New credit,Home improvement,6000.0
Application_1462290099,New credit,Remaining debt home,0.0
Application_1463330651,New credit,Car,17500.0
Application_1463666597,New credit,Car,10000.0
Application_1463894255,New credit,Car,42500.0
Application_1463972237,New credit,Existing loan takeover,30000.0
Application_1464086854,New credit,Car,16500.0
Application_1465879277,New credit,Existing loan takeover,15000.0
Application_1466353702,New credit,Car,17000.0
Application_1466768841,New credit,Car,20000.0
Application_1467116720,New credit,Not speficied,5000.0
Application_1468021532,New credit,Unknown,15000.0
Application_1468411202,New credit,Car,6000.0
Application_1469310005,New credit,"Other, see explanation",7500.0
Application_1469334320,New credit,Car,13500.0
Application_1469553374,New credit,Car,15000.0
Application_1469856555,Limit raise,"Other, see explanation",34000.0
Application_1470167814,New credit,Car,10000.0
Application_1470171951,New credit,Car,10000.0
Application_1470950916,New credit,Existing loan takeover,27000.0
Application_1471140796,New credit,Remaining debt home,15000.0
Application_1471325128,New credit,Car,7000.0
Application_1471582833,New credit,Car,5000.0
Application_1472029656,New credit,Home improvement,40000.0
Application_1473159696,New credit,Home improvement,25000.0
Application_1473777322,Limit raise,Unknown,21500.0
Application_1473862277,New credit,Home improvement,5000.0
Application_1476622990,Limit raise,Extra spending limit,41000.0
Application_1478865654,New credit,Existing loan takeover,18000.0
Application_1479572731,New credit,Home improvement,42000.0
Application_1479772524,Limit raise,Home improvement,25000.0
Application_1480383161,New credit,"Other, see explanation",40000.0
Application_1480907356,New credit,Existing loan takeover,15000.0
Application_1481270192,New credit,Unknown,0.0
Application_1481928502,Limit raise,Car,13000.0
Application_1481933521,New credit,Home improvement,15000.0
Application_1482153042,New credit,Car,8000.0
Application_1482448782,New credit,Not speficied,6000.0
Application_1482631803,Limit raise,Home improvement,20000.0
Application_1482998387,New credit,Car,0.0
Application_1483800027,New credit,Unknown,0.0
Application_1484014718,Limit raise,Car,35000.0
Application_1484214444,New credit,Home improvement,7000.0
Application_1484280125,New credit,Home improvement,40000.0
Application_1485009053,New credit,Car,6000.0
Application_1485514255,New credit,Boat,10000.0
Application_1485695068,New credit,Home improvement,15000.0
Application_1485873044,New credit,Not speficied,5000.0
Application_1485877917,New credit,Car,15000.0
Application_1485884937,New credit,Existing loan takeover,8000.0
Application_1486841381,New credit,Existing loan takeover,23739.0
Application_1487358805,New credit,Car,0.0
Application_1488370615,New credit,Existing loan takeover,32500.0
Application_1488569792,New credit,"Other, see explanation",22000.0
Application_1488592654,New credit,Unknown,0.0
Application_1488744890,New credit,Home improvement,10000.0
Application_1489740993,New credit,Car,7000.0
Application_1490326264,Limit raise,Home improvement,32500.0
Application_1490945837,New credit,Remaining debt home,25000.0
Application_1491072794,New credit,"Other, see explanation",60000.0
Application_1491111026,New credit,"Other, see explanation",15000.0
Application_1491156370,Limit raise,Home improvement,42500.0
Application_1492339205,New credit,Car,23000.0
Application_1492548924,New credit,Existing loan takeover,0.0
Application_1493897286,New credit,Home improvement,17000.0
Application_1494501575,New credit,Home improvement,35000.0
Application_1495187612,New credit,Car,10000.0
Application_1495262961,New credit,Car,17000.0
Application_1495351732,New credit,Car,6750.0
Application_1495588845,New credit,Remaining debt home,35000.0
Application_1495831937,New credit,Home improvement,15000.0
Application_1495927013,New credit,Home improvement,35000.0
Application_1497897769,New credit,Existing loan takeover,10000.0
Application_1498877057,New credit,Existing loan takeover,16000.0
Application_1499003730,New credit,Car,15000.0
Application_1499090661,New credit,Existing loan takeover,75000.0
Application_1499191765,New credit,Not speficied,25000.0
Application_1499605505,Limit raise,Extra spending limit,20000.0
Application_1499770935,New credit,Home improvement,17000.0
Application_1500096317,New credit,Home improvement,25000.0
Application_1500241381,New credit,Home improvement,7500.0
Application_1500651966,New credit,Home improvement,20000.0
Application_1500894835,New credit,Car,6000.0
Application_1501454963,New credit,Existing loan takeover,15000.0
Application_1502076473,New credit,Car,5000.0
Application_1502516207,New credit,Existing loan takeover,0.0
Application_1502969911,New credit,Car,20000.0
Application_150329185,New credit,Car,7000.0
Application_1503447671,New credit,Home improvement,33500.0
Application_1503552845,New credit,"Other, see explanation",15000.0
Application_1503697905,New credit,Existing loan takeover,20000.0
Application_150503991,New credit,Home improvement,50000.0
Application_1505068060,New credit,Car,5000.0
Application_1505912637,New credit,Home improvement,15000.0
Application_1506510815,New credit,Existing loan takeover,5000.0
Application_1506518255,New credit,Remaining debt home,37500.0
Application_1507233481,New credit,Existing loan takeover,15000.0
Application_1507280418,New credit,Existing loan takeover,22000.0
Application_1507404560,Limit raise,Home improvement,20000.0
Application_1507847905,New credit,Unknown,26500.0
Application_1508240195,New credit,Existing loan takeover,27000.0
Application_1508344164,New credit,Extra spending limit,5000.0
Application_1508783586,New credit,Home improvement,20000.0
Application_1509175510,New credit,"Other, see explanation",26000.0
Application_1509229983,New credit,Home improvement,25000.0
Application_1509239804,Limit raise,Car,40000.0
Application_1509358938,New credit,Home improvement,5000.0
Application_1510106241,New credit,Car,6000.0
Application_1510226718,New credit,Car,35000.0
Application_1510348914,New credit,Car,10000.0
Application_1510542341,New credit,Unknown,0.0
Application_151057328,New credit,Home improvement,25000.0
Application_1511329601,New credit,Unknown,0.0
Application_1511622720,New credit,Home improvement,6000.0
Application_1512465297,Limit raise,"Other, see explanation",15000.0
Application_1512873029,New credit,Not speficied,19800.0
Application_1512972539,New credit,Home improvement,60000.0
Application_151321797,New credit,Existing loan takeover,13300.0
Application_151382081,New credit,Unknown,0.0
Application_1514676753,New credit,Existing loan takeover,0.0
Application_1514861341,New credit,Home improvement,7000.0
Application_1514871554,Limit raise,Home improvement,0.0
Application_1515901662,New credit,"Other, see explanation",13000.0
Application_1517753959,New credit,Home improvement,11000.0
Application_1518297174,Limit raise,Unknown,0.0
Application_1518753356,New credit,Car,5000.0
Application_1518765385,New credit,Car,15000.0
Application_15194301,New credit,Existing loan takeover,40000.0
Application_152090342,New credit,Existing loan takeover,21300.0
Application_152108853,New credit,Car,5000.0
Application_1521502972,Limit raise,Existing loan takeover,35000.0
Application_1521565902,New credit,"Other, see explanation",40000.0
Application_1521890998,New credit,Car,5000.0
Application_1522107668,New credit,Existing loan takeover,25000.0
Application_1522723823,New credit,Existing loan takeover,10000.0
Application_1522749626,New credit,"Other, see explanation",30000.0
Application_1523180723,New credit,Existing loan takeover,12500.0
Application_1523180868,New credit,Car,5000.0
Application_1523673060,New credit,Car,6000.0
Application_1523736860,New credit,Car,15000.0
Application_152396051,New credit,Extra spending limit,5000.0
Application_1524292990,New credit,Remaining debt home,19000.0
Application_1524653471,New credit,Not speficied,70000.0
Application_1526223693,New credit,Unknown,0.0
Application_1526702402,New credit,Home improvement,20000.0
Application_1526776418,New credit,"Other, see explanation",10000.0
Application_152677835,New credit,Home improvement,10000.0
Application_1526897565,New credit,Not speficied,28250.0
Application_1527993766,New credit,Existing loan takeover,10000.0
Application_1528161643,New credit,Car,7750.0
Application_15283814,New credit,Existing loan takeover,10000.0
Application_1528488516,New credit,Home improvement,0.0
Application_1528488858,New credit,Existing loan takeover,15000.0
Application_1529354680,New credit,Home improvement,35000.0
Application_1533384397,Limit raise,Unknown,0.0
Application_153423780,New credit,Car,30000.0
Application_1534520017,New credit,Motorcycle,0.0
Application_1534754048,Limit raise,Home improvement,13500.0
Application_1534847619,New credit,Home improvement,7500.0
Application_1535071990,New credit,"Other, see explanation",0.0
Application_1535139589,New credit,Unknown,0.0
Application_1535675187,New credit,Car,8500.0
Application_1535972219,New credit,Home improvement,25000.0
Application_1536025676,New credit,"Other, see explanation",15000.0
Application_1536687200,New credit,Home improvement,18000.0
Application_1537066674,New credit,Car,5000.0
Application_1537097696,Limit raise,Unknown,0.0
Application_1537507196,Limit raise,Unknown,0.0
Application_1538131961,New credit,Unknown,14000.0
Application_1538503912,New credit,Car,10250.0
Application_153913317,New credit,Car,5000.0
Application_1540200773,New credit,Home improvement,50000.0
Application_1540321754,New credit,Remaining debt home,40000.0
Application_1540523838,Limit raise,Existing loan takeover,45000.0
Application_1541161276,New credit,"Other, see explanation",5000.0
Application_1541452316,Limit raise,Home improvement,0.0
Application_1541539359,New credit,Existing loan takeover,16000.0
Application_1541568491,New credit,Existing loan takeover,5000.0
Application_154179391,New credit,"Other, see explanation",6000.0
Application_1542022971,New credit,Not speficied,5000.0
Application_1542028428,New credit,Car,10000.0
Application_1542532082,New credit,Car,15000.0
Application_1542575929,New credit,Home improvement,5000.0
Application_1542605425,New credit,Car,15000.0
Application_1542658403,Limit raise,"Other, see explanation",10000.0
Application_1543333489,New credit,Car,30000.0
Application_1543521670,New credit,Home improvement,15000.0
Application_1544461897,New credit,Home improvement,10000.0
Application_1544975283,New credit,Existing loan takeover,56000.0
Application_1545184523,New credit,Unknown,0.0
Application_1545682185,New credit,Existing loan takeover,17000.0
Application_1546052937,New credit,Home improvement,38500.0
Application_1546754076,New credit,Home improvement,15000.0
Application_1547279659,New credit,"Other, see explanation",30000.0
Application_1547884608,New credit,Car,12000.0
Application_1548078856,Limit raise,Extra spending limit,10000.0
Application_1548343111,New credit,Existing loan takeover,0.0
Application_1548427030,New credit,Existing loan takeover,44000.0
Application_1548707025,New credit,"Other, see explanation",8000.0
Application_1549000634,New credit,Existing loan takeover,40000.0
Application_1549050622,New credit,Home improvement,6500.0
Application_1549089757,New credit,Car,8000.0
Application_1549129653,New credit,Home improvement,25000.0
Application_1549182387,New credit,Car,15000.0
Application_1549528192,New credit,Car,12000.0
Application_1550595412,New credit,Car,10000.0
Application_1551643269,New credit,Existing loan takeover,28000.0
Application_1551653862,New credit,Car,5000.0
Application_1551915148,New credit,Home improvement,0.0
Application_1552182273,New credit,Home improvement,6000.0
Application_1552840342,Limit raise,Home improvement,38500.0
Application_1552997986,New credit,Home improvement,6000.0
Application_1553284120,New credit,"Other, see explanation",20000.0
Application_1553362978,New credit,Car,12000.0
Application_155375371,New credit,Existing loan takeover,8400.0
Application_1554006137,New credit,Car,10000.0
Application_1554288279,New credit,Car,5000.0
Application_1554928307,New credit,Remaining debt home,40000.0
Application_155555799,New credit,Remaining debt home,20000.0
Application_1555577038,New credit,"Other, see explanation",5000.0
Application_1555975178,New credit,Existing loan takeover,32300.0
Application_1555982726,New credit,Car,8000.0
Application_155632075,New credit,Car,10000.0
Application_1556550212,New credit,Car,15000.0
Application_155671708,New credit,Caravan / Camper,10000.0
Application_1556895219,New credit,Home improvement,15000.0
Application_1557471536,New credit,Car,15000.0
Application_1559195255,New credit,Unknown,0.0
Application_1559722286,New credit,Car,5000.0
Application_1560374875,New credit,Car,10000.0
Application_1560386704,New credit,Existing loan takeover,52000.0
Application_1560578035,New credit,Home improvement,35000.0
Application_1560789819,New credit,Existing loan takeover,30000.0
Application_156087508,New credit,Existing loan takeover,20000.0
Application_1561148582,New credit,Home improvement,25000.0
Application_156181686,New credit,Existing loan takeover,8000.0
Application_1562279625,New credit,Car,10500.0
Application_1562493713,New credit,Home improvement,20000.0
Application_1562508102,New credit,Car,15000.0
Application_1562561856,New credit,Existing loan takeover,55000.0
Application_1562678009,Limit raise,Existing loan takeover,25000.0
Application_1563029665,New credit,Car,15000.0
Application_1563552265,New credit,Existing loan takeover,5000.0
Application_1564247002,New credit,Home improvement,12500.0
Application_1564611661,New credit,Car,30000.0
Application_1565316268,New credit,Existing loan takeover,10000.0
Application_1566117932,New credit,Caravan / Camper,25000.0
Application_1566554398,New credit,Existing loan takeover,16600.0
Application_1566904286,New credit,Car,6000.0
Application_1567315390,Limit raise,Home improvement,15000.0
Application_1567796271,Limit raise,"Other, see explanation",15000.0
Application_1567894569,New credit,"Other, see explanation",7550.0
Application_1569414871,New credit,Car,5500.0
Application_1569534118,New credit,Car,30000.0
Application_1570059554,New credit,Home improvement,36000.0
Application_1570311961,New credit,Car,5000.0
Application_1571626886,New credit,Unknown,0.0
Application_1571648146,New credit,Existing loan takeover,12500.0
Application_1571882566,New credit,Caravan / Camper,22500.0
Application_157197335,New credit,Home improvement,5000.0
Application_157322660,New credit,Unknown,0.0
Application_1573472930,New credit,"Other, see explanation",11500.0
Application_1573931639,New credit,Home improvement,5000.0
Application_1574492793,New credit,Existing loan takeover,5000.0
Application_1574871736,New credit,Existing loan takeover,39000.0
Application_1574960885,New credit,Remaining debt home,5000.0
Application_1575570277,New credit,Home improvement,20000.0
Application_1575735019,New credit,Existing loan takeover,5000.0
Application_1575935451,New credit,Car,10000.0
Application_157779704,New credit,Car,9250.0
Application_1578240316,Limit raise,"Other, see explanation",23000.0
Application_1578519766,New credit,Car,5000.0
Application_1578621751,New credit,Car,9000.0
Application_1578640551,New credit,Unknown,0.0
Application_1579179340,New credit,Existing loan takeover,20000.0
Application_1579395354,New credit,"Other, see explanation",16000.0
Application_1579510520,New credit,Existing loan takeover,35000.0
Application_157964662,Limit raise,Car,46000.0
Application_1579703336,New credit,Car,25000.0
Application_1580674851,New credit,Not speficied,10000.0
Application_1581655140,New credit,Car,5000.0
Application_1581842297,New credit,"Other, see explanation",5000.0
Application_158230798,New credit,Car,7000.0
Application_1582989844,New credit,Car,10000.0
Application_1583185519,New credit,Motorcycle,5000.0
Application_1583568442,New credit,Home improvement,15000.0
Application_1583597725,New credit,Car,7000.0
Application_1583681139,Limit raise,Home improvement,27500.0
Application_1583916667,New credit,Existing loan takeover,15000.0
Application_1584890418,New credit,Car,15000.0
Application_1585141886,Limit raise,Unknown,0.0
Application_158521766,New credit,Not speficied,35000.0
Application_1586014327,New credit,Home improvement,23000.0
Application_1586036107,New credit,Existing loan takeover,38500.0
Application_1587099173,Limit raise,Car,40000.0
Application_1587546099,New credit,Car,12500.0
Application_158781349,New credit,Home improvement,15000.0
Application_1588135822,New credit,Unknown,0.0
Application_1588507950,New credit,Existing loan takeover,6500.0
Application_1589109398,New credit,"Other, see explanation",10250.0
Application_1589286873,New credit,Existing loan takeover,24000.0
Application_1589439533,New credit,Existing loan takeover,20000.0
Application_1589590132,New credit,Existing loan takeover,10000.0
Application_1589624760,New credit,"Other, see explanation",17000.0
Application_1590046911,New credit,Home improvement,10000.0
Application_1590083525,New credit,Car,7000.0
Application_1590359938,New credit,Caravan / Camper,10000.0
Application_1590744995,New credit,"Other, see explanation",5000.0
Application_159075089,New credit,Existing loan takeover,30000.0
Application_1591371681,New credit,Existing loan takeover,16000.0
Application_1591380725,New credit,"Other, see explanation",15000.0
Application_1591623907,New credit,Unknown,0.0
Application_1591900552,New credit,"Other, see explanation",15000.0
Application_1592408197,Limit raise,Car,30000.0
Application_1592449231,New credit,Car,11000.0
Application_1592813368,New credit,Home improvement,5000.0
Application_1592967370,New credit,Existing loan takeover,16000.0
Application_1593132137,New credit,Existing loan takeover,15000.0
Application_1593334678,Limit raise,Existing loan takeover,11500.0
Application_1593442109,New credit,"Other, see explanation",5000.0
Application_1593644307,Limit raise,"Other, see explanation",0.0
Application_1593676238,New credit,Car,15000.0
Application_1593767107,New credit,Existing loan takeover,6500.0
Application_1594222977,New credit,Car,14000.0
Application_159425596,New credit,Car,25000.0
Application_159448414,New credit,Existing loan takeover,15000.0
Application_1594940843,New credit,Home improvement,35000.0
Application_1594976866,New credit,Existing loan takeover,25000.0
Application_1595026926,New credit,Car,0.0
Application_1595126280,New credit,Home improvement,15000.0
Application_1595329738,New credit,Extra spending limit,25000.0
Application_1595696801,New credit,"Other, see explanation",50000.0
Application_1597023499,New credit,Existing loan takeover,30000.0
Application_1597735097,New credit,Car,10000.0
Application_1598268086,New credit,Not speficied,5000.0
Application_1599405351,New credit,Home improvement,20000.0
Application_1599786441,New credit,Motorcycle,10000.0
Application_1600155880,New credit,Caravan / Camper,10000.0
Application_160048129,New credit,Car,5000.0
Application_1600531431,Limit raise,Home improvement,17000.0
Application_160217815,Limit raise,Home improvement,0.0
Application_1602551060,Limit raise,Home improvement,50000.0
Application_1602891050,New credit,Motorcycle,5000.0
Application_1603047177,New credit,Existing loan takeover,32000.0
Application_1603090232,New credit,Car,6000.0
Application_1603096540,Limit raise,Car,30000.0
Application_1603703311,New credit,Car,5000.0
Application_1604168929,New credit,"Other, see explanation",10000.0
Application_1604182310,New credit,Existing loan takeover,20500.0
Application_1605639627,New credit,"Other, see explanation",5000.0
Application_1605764831,Limit raise,Car,7500.0
Application_1605798904,New credit,"Other, see explanation",9000.0
Application_1605988098,New credit,Home improvement,5000.0
Application_1606348355,New credit,Car,30000.0
Application_160772730,New credit,Existing loan takeover,10000.0
Application_1607889125,New credit,Car,10000.0
Application_1608079366,New credit,"Other, see explanation",0.0
Application_1608151836,New credit,Unknown,0.0
Application_1608559958,New credit,Existing loan takeover,41000.0
Application_1609045364,New credit,Home improvement,20000.0
Application_160922085,New credit,Car,0.0
Application_1609910072,New credit,Remaining debt home,10000.0
Application_1610707738,New credit,Car,5000.0
Application_1611095248,New credit,Car,15000.0
Application_1611473438,New credit,Car,20000.0
Application_1611522764,Limit raise,Home improvement,6750.0
Application_1613272314,New credit,Car,5000.0
Application_1613537882,New credit,Unknown,0.0
Application_1614121017,Limit raise,Car,13000.0
Application_1614763685,New credit,Home improvement,8000.0
Application_161489406,New credit,Home improvement,15000.0
Application_1615126132,Limit raise,Home improvement,12500.0
Application_1615607717,New credit,Remaining debt home,35000.0
Application_1616135935,Limit raise,Existing loan takeover,13500.0
Application_1616410992,New credit,Home improvement,10000.0
Application_1616490044,New credit,Unknown,0.0
Application_1617272391,Limit raise,Car,0.0
Application_1617275288,New credit,Car,10000.0
