Case ID,Application Type,Loan Goal,Requested Amount,First Credit Score,Last Credit Score,Having Call to Complete Application,Number of Offers,First Offer,Last Offer,First Offers Monthly Cost,Last Offers Monthly Cost,Throughput Times,Results
"Application_1139889602","New credit","Car",10000,1020,0,0,2,10000,10000,100,100,18.21762731481482,"Successful completion"
"Application_1140236377","New credit","Car",15000,0,0,0,1,15000,15000,249.04,249.04,10.17385416666667,"Denied by the bank"
"Application_1140438880","New credit","Boat",15000,0,0,0,1,15000,15000,300,300,31.70657407407407,"Cancelled by client"
"Application_1140496903","New credit","Car",7500,0,0,0,1,7500,7500,146.09,146.09,8.466678240740741,"Denied by the bank"
"Application_1140505774","New credit","Existing loan takeover",5000,0,0,0,2,5000,5000,118.15,100,30.87112268518518,"Cancelled by client"
"Application_1140627285","New credit","Existing loan takeover",29000,852,852,0,1,29000,29000,295.29,295.29,37.92252314814815,"Successful completion"
"Application_1140915686","Limit raise","Home improvement",18500,0,0,0,1,18500,18500,185,185,18.63122685185185,"Successful completion"
"Application_1140934167","New credit","Existing loan takeover",75000,0,0,0,1,75000,75000,763.67,763.67,31.99396990740741,"Cancelled by client"
"Application_1140953198","New credit","Car",7000,0,1021,0,2,8000,8000,525,355.7,14.96693287037037,"Successful completion"
"Application_1141060428","New credit","Unknown",0,868,868,0,1,30000,30000,300,300,4.014166666666667,"Successful completion"
"Application_1141108757","Limit raise","Extra spending limit",0,0,0,0,2,7000,7000,70,70,11.74578703703704,"Successful completion"
"Application_1141114991","New credit","Other, see explanation",15000,0,0,0,1,15000,15000,247.39,247.39,22.7565162037037,"Denied by the bank"
"Application_1141800606","New credit","Home improvement",25000,0,0,0,1,25000,25000,254.56,254.56,32.6546875,"Denied by the bank"
"Application_1142291922","New credit","Caravan / Camper",11000,0,0,0,1,11000,11000,330.08,330.08,35.83408564814815,"Cancelled by client"
"Application_1142835445","New credit","Existing loan takeover",25000,0,0,0,1,25000,25000,254.56,254.56,30.67013888888889,"Cancelled by client"
"Application_1143217229","New credit","Existing loan takeover",7000,1021,0,0,2,7000,7000,140.36,140,26.00887731481481,"Successful completion"
"Application_1144168806","New credit","Car",5500,0,0,0,1,5500,5500,168.1,168.1,31.75145833333333,"Cancelled by client"
"Application_1145270559","New credit","Car",15000,0,0,0,1,15000,15000,444.96,444.96,30.66533564814815,"Cancelled by client"
"Application_1145808758","Limit raise","Car",18000,0,0,0,1,18000,18000,360,360,6.623703703703704,"Successful completion"
"Application_1147393764","New credit","Other, see explanation",5000,0,0,0,1,5000,5000,100,100,30.8825,"Cancelled by client"
"Application_114770777","New credit","Home improvement",28250,0,0,0,1,28300,28300,300.43,300.43,32.42138888888889,"Cancelled by client"
"Application_1148681151","New credit","Unknown",0,794,794,0,1,21500,21500,300,300,7.174016203703704,"Successful completion"
"Application_1148870716","New credit","Other, see explanation",15000,990,990,0,1,15000,15000,154.11,154.11,8.753055555555555,"Successful completion"
"Application_1148947108","New credit","Extra spending limit",7000,754,754,0,1,7000,7000,136.35,136.35,7.338541666666667,"Successful completion"
"Application_1148958171","New credit","Car",15000,1030,1030,0,1,16000,16000,164.39,164.39,12.86177083333333,"Successful completion"
"Application_1149385102","New credit","Car",5000,0,0,0,1,5000,5000,600,600,32.42570601851852,"Cancelled by client"
"Application_1149826505","New credit","Car",15000,0,0,0,1,15000,15000,278.38,278.38,31.91415509259259,"Cancelled by client"
"Application_1149882287","New credit","Car",15000,0,0,0,1,15600,15600,259,259,31.79898148148148,"Cancelled by client"
"Application_1150992246","Limit raise","Home improvement",75000,0,0,0,1,75000,75000,750,750,30.67730324074074,"Cancelled by client"
"Application_1151254747","New credit","Other, see explanation",5000,0,0,0,3,5000,5000,100,97.40000000000001,55.45592592592592,"Cancelled by client"
"Application_1151460907","Limit raise","Unknown",0,0,0,0,1,15000,15000,155,155,30.58658564814815,"Cancelled by client"
"Application_115147114","New credit","Other, see explanation",15000,0,0,0,1,15000,15000,497.07,497.07,14.87607638888889,"Denied by the bank"
"Application_1152749844","New credit","Car",15000,0,0,0,1,15000,15000,223.36,223.36,31.93962962962963,"Cancelled by client"
"Application_1152946944","New credit","Car",15000,0,784,0,2,15000,10000,278.38,159.53,32.70892361111111,"Successful completion"
"Application_1152955170","New credit","Car",7000,0,0,0,1,8000,8000,244.52,244.52,31.4369212962963,"Cancelled by client"
"Application_1153327019","New credit","Other, see explanation",75000,0,932,0,2,69000,44500,690,445,38.98333333333333,"Successful completion"
"Application_1153332543","Limit raise","Unknown",0,0,0,0,1,25000,25000,250,250,16.79436342592593,"Successful completion"
"Application_1153365113","New credit","Existing loan takeover",23000,0,0,0,1,23000,23000,230,230,22.89559027777778,"Denied by the bank"
"Application_115387399","New credit","Home improvement",8000,0,0,0,2,10000,8000,106.46,90.08,32.50453703703704,"Cancelled by client"
"Application_1154136215","New credit","Home improvement",20000,972,972,0,1,20000,20000,205.49,205.49,22.75777777777778,"Successful completion"
"Application_1154815190","New credit","Unknown",0,0,0,0,1,5000,5000,118.15,118.15,30.76650462962963,"Cancelled by client"
"Application_1154893223","New credit","Car",25000,690,690,0,1,25000,25000,273.28,273.28,13.89788194444444,"Successful completion"
"Application_1155604178","New credit","Car",5000,0,0,0,1,5000,5000,152.82,152.82,21.94737268518519,"Cancelled by client"
"Application_1155698672","New credit","Car",25000,0,0,0,2,25000,35000,250,350,25.04891203703704,"Denied by the bank"
"Application_1155915722","New credit","Boat",32000,0,866,1,3,33000,35500,347.83,361.47,21.75501157407408,"Successful completion"
"Application_1155963097","New credit","Home improvement",6800,0,0,0,1,6800,6800,76.56999999999999,76.56999999999999,30.84180555555556,"Cancelled by client"
"Application_1156380786","New credit","Existing loan takeover",60000,895,895,1,1,60000,60000,610.9299999999999,610.9299999999999,18.43775462962963,"Successful completion"
"Application_115695512","New credit","Existing loan takeover",26000,950,950,0,1,26000,26000,260,260,24.63486111111111,"Successful completion"
"Application_1157146045","New credit","Car",22000,0,1007,0,2,22000,25000,226.03,254.56,22.62159722222222,"Successful completion"
"Application_1157425174","New credit","Car",6000,0,0,0,1,6000,6000,141.78,141.78,32.66376157407407,"Cancelled by client"
"Application_1157719643","New credit","Home improvement",5000,0,0,0,1,5000,5000,222.31,222.31,32.83878472222222,"Cancelled by client"
"Application_1158460069","New credit","Car",20000,994,994,0,1,20000,20000,205.49,205.49,11.99700231481481,"Successful completion"
"Application_1159017818","New credit","Car",12000,0,649,0,2,12000,7500,229.53,146.09,16.65459490740741,"Successful completion"
"Application_1159387735","New credit","Home improvement",25000,0,0,0,1,25000,25000,250,250,35.54875,"Cancelled by client"
"Application_1159445220","New credit","Remaining debt home",8250,988,988,0,1,8250,8250,92.90000000000001,92.90000000000001,28.49170138888889,"Successful completion"
"Application_1159585631","New credit","Car",10000,780,780,0,1,10000,10000,106.46,106.46,14.02717592592593,"Successful completion"
"Application_1160149760","New credit","Caravan / Camper",30000,916,916,0,1,30000,30000,305.47,305.47,9.940625000000001,"Successful completion"
"Application_1160716330","New credit","Existing loan takeover",22700,0,0,0,2,23000,23000,230,236.31,28.61722222222222,"Denied by the bank"
"Application_1160764593","New credit","Car",10000,0,816,0,2,10000,11500,262.55,301.93,9.834467592592592,"Successful completion"
"Application_1161236255","Limit raise","Car",10500,0,0,0,1,10500,10500,150,150,32.46868055555556,"Cancelled by client"
"Application_1161456272","New credit","Other, see explanation",7000,0,0,0,1,7000,7000,140,140,30.90350694444444,"Cancelled by client"
"Application_116198210","New credit","Home improvement",10000,0,0,0,1,10000,10000,189.08,189.08,32.41606481481482,"Cancelled by client"
"Application_1162167865","Limit raise","Car",7500,0,0,0,1,7500,7500,150,150,0.005983796296296296,"Cancelled by client"
"Application_1162568399","New credit","Car",30000,0,0,0,1,30000,30000,991.5700000000001,991.5700000000001,31.86215277777778,"Cancelled by client"
"Application_1163091843","New credit","Other, see explanation",10000,0,0,0,1,10000,10000,100,100,33.90556712962963,"Cancelled by client"
"Application_1163352152","New credit","Car",5000,932,932,0,1,5000,5000,97.40000000000001,97.40000000000001,11.96261574074074,"Successful completion"
"Application_1163666739","New credit","Home improvement",5000,988,988,0,1,5000,5000,100,100,12.3746412037037,"Successful completion"
"Application_1163712852","New credit","Unknown",0,951,951,0,1,20000,20000,450,450,14.56612268518519,"Successful completion"
"Application_1163719541","Limit raise","Caravan / Camper",35000,902,902,0,1,35000,35000,375,375,7.953368055555556,"Successful completion"
"Application_1164206796","New credit","Home improvement",5000,0,0,0,1,5000,5000,150,150,30.91315972222222,"Cancelled by client"
"Application_1164410455","New credit","Unknown",0,0,0,0,1,45000,45000,458.2,458.2,13.88296296296296,"Denied by the bank"
"Application_1164479144","New credit","Home improvement",25000,0,0,0,1,16700,16700,175.45,175.45,28.0403587962963,"Cancelled by client"
"Application_1164741236","New credit","Existing loan takeover",75000,0,0,0,1,75000,75000,750,750,37.83160879629629,"Denied by the bank"
"Application_1165106560","New credit","Home improvement",10000,0,960,0,2,10000,10000,150.8,120.93,14.00614583333333,"Successful completion"
"Application_1165348053","New credit","Existing loan takeover",35000,0,0,0,1,35000,35000,699.45,699.45,30.68626157407407,"Cancelled by client"
"Application_1165595037","New credit","Unknown",0,0,0,0,1,25500,25500,410.45,410.45,30.51878472222222,"Cancelled by client"
"Application_1165741868","Limit raise","Remaining debt home",10000,0,0,0,1,10000,10000,100,100,2.884768518518519,"Successful completion"
"Application_1166215408","Limit raise","Unknown",0,0,0,0,1,10000,10000,200,200,22.89592592592593,"Successful completion"
"Application_1166300620","New credit","Car",17500,0,0,1,1,10000,10000,262.55,262.55,20.63782407407408,"Denied by the bank"
"Application_1166516399","Limit raise","Existing loan takeover",11750,0,0,0,2,11700,15000,300,300,14.0121412037037,"Successful completion"
"Application_1167813329","New credit","Other, see explanation",6000,1064,1064,0,1,6000,6000,1000,1000,6.971469907407408,"Successful completion"
"Application_1168237766","New credit","Home improvement",10500,0,0,0,2,10500,5000,198.53,97.40000000000001,18.30670138888889,"Denied by the bank"
"Application_1168520628","New credit","Existing loan takeover",30000,0,0,0,1,30000,30000,300,300,1.81130787037037,"Cancelled by client"
"Application_1169100815","New credit","Car",20000,0,0,0,1,15000,15000,236.83,236.83,34.39574074074074,"Cancelled by client"
"Application_1169107422","New credit","Car",55000,896,896,0,1,55000,55000,560.02,560.02,18.61053240740741,"Successful completion"
"Application_1169258361","New credit","Boat",39500,0,0,0,4,39500,40000,450,451.52,32.3740625,"Cancelled by client"
"Application_1169406692","Limit raise","Unknown",0,0,0,1,2,17000,17000,400,400,11.25332175925926,"Successful completion"
"Application_1169685823","New credit","Other, see explanation",31000,0,0,0,2,31000,37600,421.13,510.79,30.8824537037037,"Cancelled by client"
"Application_1169787039","New credit","Existing loan takeover",30000,0,0,0,2,30000,30000,599.52,599.52,26.01350694444444,"Denied by the bank"
"Application_1170023988","New credit","Home improvement",18000,0,0,0,1,18000,18000,300,300,41.91252314814815,"Cancelled by client"
"Application_1170084576","New credit","Home improvement",5000,0,0,1,1,5000,5000,222.31,222.31,36.3377662037037,"Cancelled by client"
"Application_1170287611","New credit","Unknown",0,698,0,0,2,5000,5000,79.98999999999999,79.98999999999999,14.3091087962963,"Successful completion"
"Application_1171008881","New credit","Existing loan takeover",5000,0,0,0,1,9000,9000,275.08,275.08,9.818113425925926,"Denied by the bank"
"Application_1171086227","New credit","Car",13395,0,0,0,1,15000,15000,448.17,448.17,33.46336805555556,"Cancelled by client"
"Application_1171245943","New credit","Car",5000,0,0,0,1,5000,5000,97.40000000000001,97.40000000000001,34.50633101851852,"Cancelled by client"
"Application_1171303407","Limit raise","Car",7500,0,0,0,1,7500,7500,75,75,34.535,"Cancelled by client"
"Application_1171666859","Limit raise","Car",10000,0,0,0,1,10000,10000,150,150,13.85030092592593,"Cancelled by client"
"Application_1172139782","New credit","Home improvement",12000,947,947,0,1,12000,12000,299.49,299.49,25.16894675925926,"Successful completion"
"Application_1173137665","New credit","Home improvement",10000,0,0,0,2,10000,10000,200,200,62.72459490740741,"Cancelled by client"
"Application_1173877265","New credit","Unknown",0,976,0,1,3,7000,5000,136.35,291.87,29.84577546296296,"Successful completion"
"Application_1174487475","New credit","Unknown",0,1006,1006,0,1,15000,15000,150,150,10.26179398148148,"Successful completion"
"Application_1174558661","New credit","Home improvement",20000,949,0,0,2,20000,20000,205.49,205,34.63873842592593,"Successful completion"
"Application_1174869216","New credit","Home improvement",18000,860,860,1,1,18000,18000,184.94,184.94,11.04689814814815,"Successful completion"
"Application_1175093878","New credit","Unknown",17000,945,945,0,1,17000,17000,315.49,315.49,9.105231481481482,"Successful completion"
"Application_117521403","New credit","Home improvement",15000,0,986,0,2,15000,15000,250,250,10.15384259259259,"Successful completion"
"Application_1176335358","New credit","Remaining debt home",10000,0,0,0,1,10000,10000,344.89,344.89,30.59641203703704,"Cancelled by client"
"Application_1176372876","New credit","Existing loan takeover",12000,748,748,0,1,12000,12000,226.9,226.9,7.220671296296296,"Successful completion"
"Application_117667027","New credit","Existing loan takeover",12500,0,0,0,1,12500,12500,250,250,10.70402777777778,"Denied by the bank"
"Application_1176826367","New credit","Home improvement",12000,853,853,0,1,12000,12000,198.44,198.44,21.69755787037037,"Successful completion"
"Application_1177365973","New credit","Unknown",0,986,0,1,4,25000,23000,435.79,430,4.267673611111111,"Successful completion"
"Application_11773925","New credit","Home improvement",5000,0,0,0,1,5000,5000,50,50,31.32635416666667,"Cancelled by client"
"Application_1177986362","New credit","Existing loan takeover",5000,928,928,0,1,5000,5000,97.40000000000001,97.40000000000001,5.786504629629629,"Successful completion"
"Application_1178642018","Limit raise","Home improvement",70000,0,0,0,1,70000,70000,1000,1000,28.85489583333333,"Successful completion"
"Application_117906047","New credit","Car",10000,908,908,0,1,10000,10000,200.01,200.01,12.9487037037037,"Successful completion"
"Application_117953942","New credit","Home improvement",11000,0,940,0,2,11000,15000,207.99,220.87,30.19449074074074,"Successful completion"
"Application_1179724572","Limit raise","Unknown",0,846,846,0,1,30000,30000,300,300,6.687974537037037,"Successful completion"
"Application_1179942266","New credit","Existing loan takeover",50000,926,926,0,1,50000,50000,500,500,8.593634259259259,"Successful completion"
"Application_1181226423","New credit","Car",11000,0,0,0,3,11000,30000,207.99,300,2.996006944444444,"Cancelled by client"
"Application_1181289999","Limit raise","Unknown",0,899,899,0,1,22500,22500,225,225,8.056064814814814,"Successful completion"
"Application_1181332355","New credit","Car",10000,0,0,0,1,10000,10000,439.07,439.07,30.52658564814815,"Cancelled by client"
"Application_1181352932","New credit","Car",25000,928,928,1,1,25000,25000,254.56,254.56,19.49113425925926,"Successful completion"
"Application_1181449425","New credit","Car",6000,0,0,0,1,6000,6000,141.78,141.78,31.40730324074074,"Cancelled by client"
"Application_1182628609","New credit","Existing loan takeover",25000,0,0,0,2,25000,18500,274.19,203.76,28.0706712962963,"Cancelled by client"
"Application_1182795681","New credit","Unknown",0,0,869,0,2,25000,12500,250,125,42.80576388888889,"Successful completion"
"Application_1183136852","New credit","Home improvement",15000,0,0,0,1,15000,15000,653.47,653.47,9.652534722222223,"Denied by the bank"
"Application_1183305356","New credit","Existing loan takeover",5000,934,934,0,1,5000,5000,118.15,118.15,41.74111111111111,"Successful completion"
"Application_1183771225","New credit","Home improvement",20000,0,0,0,4,20000,34000,401.42,400,9.857881944444445,"Denied by the bank"
"Application_1184623933","New credit","Car",10000,0,0,0,1,10000,10000,191.27,191.27,30.48055555555555,"Cancelled by client"
"Application_1185170675","New credit","Car",10000,0,0,0,2,11700,11700,129.52,127.3,51.69722222222222,"Cancelled by client"
"Application_1186082182","New credit","Other, see explanation",6000,0,0,0,3,6000,6000,150,150.09,46.92903935185185,"Cancelled by client"
"Application_1186585699","New credit","Existing loan takeover",12000,764,764,0,1,12000,12000,229.53,229.53,10.58966435185185,"Successful completion"
"Application_1186596204","Limit raise","Other, see explanation",16000,0,0,0,1,16000,16000,160,160,51.69013888888889,"Cancelled by client"
"Application_1186682952","New credit","Existing loan takeover",30000,0,0,0,2,30000,17400,300,174,23.9062962962963,"Denied by the bank"
"Application_1187776886","New credit","Existing loan takeover",11000,930,930,0,1,11000,11000,147.24,147.24,12.055,"Successful completion"
"Application_1188852417","New credit","Home improvement",15000,957,957,0,1,15000,15000,278.38,278.38,21.46677083333334,"Successful completion"
"Application_118888889","New credit","Existing loan takeover",16000,0,0,0,1,16000,16000,160,160,31.49501157407407,"Cancelled by client"
"Application_1189177241","Limit raise","Car",14000,0,0,0,1,14000,14000,140,140,9.03988425925926,"Successful completion"
"Application_1189337144","New credit","Other, see explanation",25000,866,866,0,1,25000,25000,250,250,23.81688657407408,"Successful completion"
"Application_1189371863","New credit","Home improvement",5100,0,0,0,1,5100,5100,246.1,246.1,9.35675925925926,"Cancelled by client"
"Application_118946914","New credit","Existing loan takeover",5000,974,974,0,1,5000,5000,150,150,23.758125,"Successful completion"
"Application_1190248480","New credit","Car",22500,688,688,0,1,15000,15000,150,150,30.93045138888889,"Successful completion"
"Application_1191648553","New credit","Motorcycle",18000,0,0,0,1,18000,18000,408.95,408.95,16.52181712962963,"Denied by the bank"
"Application_1192732235","New credit","Other, see explanation",17500,0,0,0,2,17500,17500,250,249.41,32.33259259259259,"Cancelled by client"
"Application_1192817854","New credit","Car",5000,0,870,0,2,5000,7000,347.54,337.79,29.73226851851852,"Successful completion"
"Application_1193074618","New credit","Unknown",0,828,828,0,1,25000,25000,254.56,254.56,14.05975694444444,"Successful completion"
"Application_1193108149","New credit","Unknown",17000,730,730,0,1,17000,17000,174.66,174.66,11.86228009259259,"Successful completion"
"Application_1193197506","New credit","Home improvement",35000,0,846,0,7,35000,25000,350,254.56,23.90710648148148,"Successful completion"
"Application_1193723578","New credit","Car",20000,0,0,0,2,20000,20000,200,200,12.1556712962963,"Denied by the bank"
"Application_1193728293","New credit","Car",15000,967,967,0,1,15000,15000,350,350,12.92020833333333,"Successful completion"
"Application_119410858","New credit","Existing loan takeover",5000,829,829,0,1,5000,5000,97.40000000000001,97.40000000000001,24.86134259259259,"Successful completion"
"Application_1194177206","New credit","Remaining debt home",13000,963,0,0,2,13000,10000,106.61,82.01000000000001,16.54871527777778,"Successful completion"
"Application_119439312","New credit","Caravan / Camper",32000,0,0,0,1,32000,32000,344.66,344.66,12.86355324074074,"Cancelled by client"
"Application_1194465021","New credit","Other, see explanation",15000,0,0,0,1,15000,15000,154.11,154.11,5.589525462962963,"Denied by the bank"
"Application_119597834","New credit","Home improvement",5000,976,976,0,1,5000,5000,213.97,213.97,16.63042824074074,"Successful completion"
"Application_1197050291","New credit","Home improvement",20000,1025,1025,0,1,25000,25000,250,250,20.01333333333333,"Successful completion"
"Application_1198022967","New credit","Home improvement",10000,0,0,0,2,10000,10000,100,108.81,31.92872685185185,"Cancelled by client"
"Application_1198161746","New credit","Not speficied",35000,914,914,0,1,40000,40000,799.37,799.37,15.11641203703704,"Successful completion"
"Application_1198627231","New credit","Car",18000,0,0,0,1,18000,18000,337.98,337.98,16.81869212962963,"Denied by the bank"
"Application_1198789885","New credit","Car",5000,920,920,0,1,5000,5000,150,150,26.68741898148148,"Successful completion"
"Application_1198844656","New credit","Car",10000,946,946,0,1,10000,10000,189.08,189.08,10.10606481481481,"Successful completion"
"Application_1199283110","New credit","Car",5000,0,0,0,1,5000,5000,199.14,199.14,31.98053240740741,"Cancelled by client"
"Application_1199880952","Limit raise","Home improvement",60000,0,0,1,1,60000,60000,600,600,14.56590277777778,"Successful completion"
"Application_1200079309","Limit raise","Other, see explanation",20000,0,0,0,1,18600,18600,250,250,18.22519675925926,"Cancelled by client"
"Application_1200112574","New credit","Car",10000,0,0,0,1,10000,10000,200,200,31.778125,"Cancelled by client"
"Application_120169268","New credit","Home improvement",15000,0,0,0,1,15000,15000,290.25,290.25,30.80517361111111,"Cancelled by client"
"Application_1202186730","New credit","Home improvement",10000,0,874,1,2,10000,10000,183.72,176.31,15.7431712962963,"Successful completion"
"Application_1203131247","New credit","Other, see explanation",15000,0,954,0,2,15000,15000,199.14,199.14,30.90003472222222,"Successful completion"
"Application_1203742645","New credit","Other, see explanation",40000,0,0,0,4,40000,42000,400,439.29,10.58751157407407,"Denied by the bank"
"Application_1204519976","New credit","Car",7500,1030,1030,0,1,7500,7500,148.2,148.2,15.99041666666667,"Successful completion"
"Application_1204758594","New credit","Other, see explanation",39000,0,0,0,1,75000,75000,750,750,37.76003472222222,"Cancelled by client"
"Application_1205027125","New credit","Car",12000,0,0,0,1,12000,12000,170.06,170.06,31.57854166666667,"Cancelled by client"
"Application_120531207","New credit","Car",10000,0,0,0,1,10000,10000,120,120,11.44143518518518,"Denied by the bank"
"Application_1205317613","New credit","Home improvement",15000,0,859,0,3,10000,8200,106.46,92.34,34.91621527777778,"Successful completion"
"Application_120596088","New credit","Home improvement",30000,958,958,0,1,30000,30000,300,300,13.83861111111111,"Successful completion"
"Application_1206188048","New credit","Home improvement",40000,0,872,1,2,40000,40000,454.88,443.92,32.93188657407408,"Successful completion"
"Application_120630886","New credit","Existing loan takeover",15000,803,0,0,2,15000,15000,150,154.11,12.94881944444444,"Successful completion"
"Application_1206648420","New credit","Other, see explanation",10000,837,837,0,1,10000,10000,120.93,120.93,10.80506944444445,"Successful completion"
"Application_1206779440","New credit","Extra spending limit",25000,0,0,0,1,25000,25000,250,250,9.861747685185184,"Cancelled by client"
"Application_1206779719","Limit raise","Unknown",0,0,0,0,1,6300,6300,63,63,10.75732638888889,"Successful completion"
"Application_1206916210","New credit","Other, see explanation",5000,0,0,0,3,5000,5000,250,241.28,42.79850694444445,"Cancelled by client"
"Application_1207038345","Limit raise","Home improvement",50000,0,0,0,1,47000,47000,470,470,31.58576388888889,"Denied by the bank"
"Application_1207290531","New credit","Home improvement",7400,0,0,0,1,5000,5000,152.82,152.82,32.8366087962963,"Cancelled by client"
"Application_1207519267","New credit","Car",7500,0,0,1,1,7500,7500,199.5,199.5,25.90181712962963,"Cancelled by client"
"Application_1207762748","Limit raise","Unknown",40000,0,0,0,1,40000,40000,400,400,13.77549768518518,"Successful completion"
"Application_1208202898","New credit","Home improvement",19000,0,0,0,1,19000,19000,195.21,195.21,14.29856481481482,"Denied by the bank"
"Application_1208437635","New credit","Car",15000,0,0,0,1,15000,15000,300,300,19.0721875,"Denied by the bank"
"Application_1209324898","Limit raise","Motorcycle",18000,0,0,0,2,18000,18000,4000,400,10.97711805555556,"Successful completion"
"Application_1210030167","New credit","Home improvement",15000,0,873,0,3,15000,22000,159.48,226.03,17.80815972222222,"Successful completion"
"Application_1210095800","Limit raise","Home improvement",7000,0,0,0,1,7000,7000,400,400,5.227476851851852,"Successful completion"
"Application_1210329743","New credit","Car",10000,0,0,0,1,10000,10000,200.95,200.95,32.42527777777778,"Cancelled by client"
"Application_1210876281","Limit raise","Car",25000,0,0,0,1,25000,25000,400,400,15.06171296296296,"Denied by the bank"
"Application_1211557103","New credit","Other, see explanation",50000,994,994,1,1,50000,50000,923.5599999999999,923.5599999999999,17.65380787037037,"Successful completion"
"Application_1211626865","Limit raise","Car",8000,829,829,0,1,8000,8000,80,80,7.627349537037037,"Successful completion"
"Application_1212763673","New credit","Home improvement",5000,935,0,0,2,5000,5000,100,97.40000000000001,6.745057870370371,"Successful completion"
"Application_1213104145","New credit","Car",8000,889,889,0,1,8000,8000,200,200,12.67797453703704,"Successful completion"
"Application_1213605579","New credit","Home improvement",25000,0,919,1,2,25000,15000,250,250,14.72716435185185,"Successful completion"
"Application_1214035810","New credit","Existing loan takeover",25000,934,934,0,1,25000,25000,250,250,11.65921296296296,"Successful completion"
"Application_1214830643","New credit","Existing loan takeover",25000,922,922,0,1,25000,25000,300.87,300.87,13.3794212962963,"Successful completion"
"Application_1215004066","New credit","Other, see explanation",34600,945,945,0,1,34600,34600,399.4,399.4,18.79625,"Successful completion"
"Application_1215513637","New credit","Car",7000,982,982,0,1,7000,7000,150,150,5.634652777777778,"Successful completion"
"Application_1215926156","New credit","Home improvement",0,0,0,0,2,13000,15000,180,180,13.93951388888889,"Cancelled by client"
"Application_1216133547","New credit","Existing loan takeover",33000,0,0,0,1,33000,33000,336.01,336.01,10.19627314814815,"Denied by the bank"
"Application_1216221984","New credit","Car",15000,780,780,0,1,15000,15000,236.83,236.83,6.821342592592592,"Successful completion"
"Application_1216511082","New credit","Caravan / Camper",5000,0,0,0,1,5000,5000,106.61,106.61,31.83070601851852,"Cancelled by client"
"Application_1216957963","New credit","Other, see explanation",15000,988,988,0,1,15000,15000,154.11,154.11,39.88070601851852,"Successful completion"
"Application_1217329872","Limit raise","Extra spending limit",10000,0,0,0,1,10000,10000,200,200,8.973263888888889,"Successful completion"
"Application_1217504535","New credit","Home improvement",6000,1042,1042,0,1,6000,6000,79.77,79.77,22.87104166666667,"Successful completion"
"Application_121770332","New credit","Other, see explanation",6000,0,0,0,1,6000,6000,266.77,266.77,8.651967592592593,"Denied by the bank"
"Application_1217818731","New credit","Caravan / Camper",15000,0,0,0,2,15000,15000,300,299.46,33.27158564814815,"Cancelled by client"
"Application_121793783","Limit raise","Unknown",0,0,959,0,3,45000,40000,450,400,22.58880787037037,"Successful completion"
"Application_1218027440","New credit","Existing loan takeover",25000,0,0,0,1,25000,25000,259,259,30.5155787037037,"Cancelled by client"
"Application_1218082757","New credit","Other, see explanation",5000,0,0,0,1,5000,5000,97.40000000000001,97.40000000000001,10.90194444444444,"Denied by the bank"
"Application_1218318144","New credit","Existing loan takeover",10000,919,919,0,1,10000,10000,200.95,200.95,14.66737268518519,"Successful completion"
"Application_1218424359","New credit","Not speficied",5000,0,0,0,1,5000,5000,100.25,100.25,7.952708333333334,"Denied by the bank"
"Application_1218452071","New credit","Other, see explanation",70000,0,0,0,2,47000,47000,600,591.23,32.92982638888889,"Cancelled by client"
"Application_1219106800","New credit","Car",10000,0,755,0,2,10000,11000,249.58,253.72,9.750277777777777,"Successful completion"
"Application_1219413099","New credit","Home improvement",30000,0,0,0,1,23900,23900,239,239,33.34359953703704,"Cancelled by client"
"Application_1219744215","New credit","Other, see explanation",15000,0,0,0,2,15000,15000,250,300,31.8271875,"Cancelled by client"
"Application_1219772874","New credit","Existing loan takeover",23500,0,907,0,3,23500,23500,250,241.45,83.52357638888888,"Successful completion"
"Application_1219982473","New credit","Home improvement",7500,800,800,0,1,7500,7500,125.41,125.41,20.6280787037037,"Successful completion"
"Application_1220254934","New credit","Remaining debt home",12500,0,833,0,2,12300,12300,130.94,130.94,10.05864583333333,"Successful completion"
"Application_1220733305","New credit","Not speficied",15000,928,928,0,1,15000,15000,175.92,175.92,17.77888888888889,"Successful completion"
"Application_1221588667","Limit raise","Home improvement",25000,843,843,0,1,25000,25000,350,350,12.95450231481481,"Successful completion"
"Application_1221766967","New credit","Car",0,0,0,0,1,25000,25000,261.48,261.48,2.845983796296296,"Cancelled by client"
"Application_1221904628","New credit","Not speficied",5000,0,0,0,2,5000,5000,97.40000000000001,100,35.90990740740741,"Cancelled by client"
"Application_1221917431","New credit","Car",8000,0,799,0,3,8000,5300,150,150,49.30071759259259,"Successful completion"
"Application_122220536","New credit","Car",22000,960,960,0,1,22000,22000,408.29,408.29,17.2896875,"Successful completion"
"Application_1222885614","New credit","Existing loan takeover",7500,716,716,0,1,8000,8000,100,100,25.81024305555556,"Successful completion"
"Application_1224457581","Limit raise","Other, see explanation",22000,0,0,0,1,22000,22000,220,220,9.351631944444444,"Successful completion"
"Application_1224517134","New credit","Car",5000,0,626,0,2,5000,5000,431.05,152.82,23.67525462962963,"Successful completion"
"Application_1224776963","New credit","Car",5000,979,979,0,1,5000,5000,56.3,56.3,12.53498842592593,"Successful completion"
"Application_1225326734","New credit","Car",13500,0,0,0,1,13500,13500,234.88,234.88,31.48196759259259,"Cancelled by client"
